id,page_name,page_type
18842,MAGTF Training Command/Marine Corps Air Ground Combat Center at 29 Palms,government
18843,Mara Carfagna,politician
18844,Wiesbaden Soldier for Life - Transition Assistance Program,government
18845,Pfizer Türkiye,company
18846,Consulado General del Perú en Turín,government
18847,maurices,company
18848,T.C. Aktau Başkonsolosluğu - Генеральное Консульство Турции в Aктау,government
18849,HOOQ,company
18850,Österreichische Botschaft Belgrad - Austrijska Ambasada u Srbiji,government
18851,Польскі інстытут у Мінску / Instytut Polski w Mińsku,government
18852,North Carolina National Guard Education and Employment Center,government
18853,Utah State History,government
18854,Monkey Mat,company
18855,SourceForge,company
18856,European Union in Lebanon,government
18857,Alec Shelbrooke MP,politician
18858,NASA's Space Launch System,government
18859,RAF Typhoon Display Team,government
18860,Lojze Peterle,politician
18861,USAID Moldova,government
18862,Gianluca Vacca,politician
18863,Samsung Mobile HK,company
18864,Maciej Łopiński,politician
18865,საქართველოს იუსტიციის სასწავლო ცენტრი -TCJ,government
18866,Pure Michigan,company
18867,テーラーメイドゴルフ / TaylorMade Golf Japan,company
18868,Shimano-Road,company
18869,American Dad,tvshow
18870,Sperry,company
18871,Prego,company
18872,Ministerul Economiei și Infrastructurii al Republicii Moldova,government
18873,El Desafío,tvshow
18874,Hervé Mariton,politician
18875,Easy Taxi,company
18876,Tazo Tea,company
18877,PENSIONISSSTE,government
18878,Marja-Liisa Völlers,politician
18879,Thời sự VTV,tvshow
18880,Villum Christensen,politician
18881,Microsoft for Nonprofits,company
18882,Joël Lightbound,politician
18883,QVC,company
18884,El Palacio de Hierro,company
18885,Jayne Cowan,politician
18886,NYC Department of Small Business Services,government
18887,NSW SES - Queanbeyan Unit,government
18888,"Angelika Glöckner, SPD",politician
18889,Shameless France,tvshow
18890,Aaron's Inc.,company
18891,Jack Guy Lafontant,government
18892,Eat24,company
18893,Nicola Di Iorio Ad. E.,politician
18894,Man Seeking Woman,tvshow
18895,Himanta Biswa Sarma,politician
18896,Star Trek: Voyager,tvshow
18897,ABB,company
18898,Washington Week,tvshow
18899,Zalando,company
18900,Ayuntamiento de Rivas Vaciamadrid,government
18901,Enfamil Canada,company
18902,Astrid Timmermann-Fechter,politician
18903,European Union in Malaysia,government
18904,Fernando Scanavaca,politician
18905,Mayor Tom Tate,politician
18906,U.S. National Weather Service (NWS),government
18907,Lenovo Taiwan,company
18908,Ademar Traiano,politician
18909,Mariya Gabriel,politician
18910,Margarida Salomão,politician
18911,The Legend of Shelby the Swamp Man,tvshow
18912,Andreas Hanger,politician
18913,Columbia River Gorge National Scenic Area - U.S. Forest Service,government
18914,Molly,tvshow
18915,Tassimo,company
18916,Embajada Argentina en Moscú - Посольствo Аргентинской Республики,government
18917,Etihad Airways,company
18918,Koffietijd / 5 Uur Live,tvshow
18919,Tara Cheyne MLA,politician
18920,Điều ước thứ 7,tvshow
18921,Daniela Wagner,politician
18922,Seguros SURA Colombia,company
18923,แฟนพันธุ์แท้,tvshow
18924,Ford UK,company
18925,Citi Colombia,company
18926,Dell,company
18927,Hilton Garden Inn,company
18928,"Blood, Sweat & Heels",tvshow
18929,La Quinta Inns & Suites,company
18930,The New Adventures of Old Christine,tvshow
18931,US National Weather Service Memphis Center Weather Service Unit,government
18932,Israel in Bengaluru,government
18933,Didem Engin,politician
18934,Maryland Transportation Authority (MDTA),government
18935,U.S. Army Corps of Engineers Middle East District,government
18936,It Got Better,tvshow
18937,USAID West Africa,government
18938,Tom Watson,politician
18939,Congressional Asian Pacific American Caucus (CAPAC),government
18940,Webhallen,company
18941,DELI Andor,politician
18942,Massimo Artini,politician
18943,VA Tennessee Valley Healthcare System,government
18944,Liz Kendall,politician
18945,Simon Bridges MP,politician
18946,ENOC,company
18947,Nadine Lustre,company
18948,American Express,company
18949,National Center for Complementary and Integrative Health,government
18950,"City Government of Chandler, Arizona",government
18951,U.S. Coast Guard Base Kodiak,government
18952,Access,tvshow
18953,Norfolk Constabulary,government
18954,StarHub,company
18955,Vistaprint,company
18956,Johnny Araya,politician
18957,Africa Regional Services,government
18958,Liverpool,company
18959,M&M's France,company
18960,ITV News Meridian,tvshow
18961,Alois Stöger,politician
18962,Lucozade Energy,company
18963,U.S. Forest Service - Lake Tahoe Basin Management Unit,government
18964,U.S. Embassy The Hague,government
18965,Direitos da Criança e do Adolescente Brasil,government
18966,U.S. Marine Corps,government
18967,Storage Wars Canada,tvshow
18968,Italika Guatemala,company
18969,60 Minutes,tvshow
18970,North Carolina State Historic Preservation Office,government
18971,U.S. Consulate General St. Petersburg,government
18972,US National Weather Service Missouri Basin River Forecast Center,government
18973,Surprise Surprise ITV,tvshow
18974,European Union in The Gambia,government
18975,Swiss International Air Lines,company
18976,Mattia Fantinati M5S,politician
18977,Wolfgang Strengmann-Kuhn,politician
18978,John Crombez,politician
18979,Forţele Terestre Române,government
18980,Land Rover,company
18981,GolTV,company
18982,The Heart Truth,government
18983,Telenor Group,company
18984,Travel Oregon,company
18985,RBC,company
18986,Ethiopian Airlines,company
18987,Evans Paul,politician
18988,Policjantki i policjanci - serial,tvshow
18989,Nkosazana Dlamini Zuma,politician
18990,Hubert und Staller,tvshow
18991,Marc Garneau,politician
18992,Chris Steel MLA,politician
18993,Damien O'Connor MP,politician
18994,NSW SES Bathurst Unit,government
18995,"U.S. Army Corps of Engineers, New England",government
18996,Frank Engel,politician
18997,South Yorkshire Police,government
18998,"Department of Empowerment of Persons with Disabilities, MSJE",government
18999,Hawthorn Suites by Wyndham,company
19000,Council of Europe,government
19001,Umweltbundesamt,government
19002,GCB,tvshow
19003,Matthias Miersch,politician
19004,NESTEA,company
19005,Canadian Institutes of Health Research,government
19006,Suunto,company
19007,Bridgestone,company
19008,La France à Saint Domingue - Francia en Santo Domingo,government
19009,Tu Europa,tvshow
19010,Fuerza Civil,government
19011,Stefan Rouenhoff,politician
19012,Alan Brown MP,politician
19013,Heinz Ketchup,company
19014,VisitJamaica,company
19015,Adrian Delia,politician
19016,Air Force Band,government
19017,60 Minutes Australia,tvshow
19018,Chupa Chups,company
19019,Krzysztof Jurgiel,politician
19020,Burn Notice,tvshow
19021,Facebook,company
19022,Happy Endings,tvshow
19023,Family Update,government
19024,Pringles,company
19025,Cheri Bustos,politician
19026,East Los High,tvshow
19027,Fort Bragg Family and MWR,government
19028,Onyx Lorenzoni,politician
19029,台灣的義氣-吳敦義粉絲團,politician
19030,Fort Dix Soldier for Life - Transition Assistance Program,government
19031,Deux filles le matin,tvshow
19032,Häagen-Dazs,company
19033,Matt Doocey MP Waimakariri,politician
19034,Ambassade de France en Bosnie-Herzégovine / Francuska ambasada u BiH,government
19035,T.C. Doha Büyükelçiliği,government
19036,Casadei,company
19037,朱立倫,politician
19038,Gala Artis,tvshow
19039,Sanavita,company
19040,Un soir à la Tour Eiffel,tvshow
19041,Anthony G. Brown,politician
19042,Ambassade de France au Togo,government
19043,Ruffles,company
19044,Pampa Azul,government
19045,NASA Aeronautics,government
19046,Marks and Spencer,company
19047,Hermes Binner,politician
19048,Green Network Energy IT,company
19049,Professor Israel,politician
19050,Jenny Aitchison MP,politician
19051,Secretaría General de la Alcaldía Mayor de Bogotá,government
19052,Expedito Netto,politician
19053,Phil McColeman,politician
19054,National Transportation Safety Board,government
19055,United States Coast Guard Sector Buffalo,government
19056,Burger King España,company
19057,"School Education, Government of Uttarakhand",government
19058,Bosch Professional Power Tools and Accessories,company
19059,Volkswagen,company
19060,Merlí,tvshow
19061,Sveriges mästerkock,tvshow
19062,Real Plaza,company
19063,"Armament Research, Development and Engineering Center (ARDEC)",government
19064,Would I Lie To You?,tvshow
19065,Instituto Geológico - SMA/SP,government
19066,Nescafé Dolce Gusto Perú,company
19067,Oliver Luksic,politician
19068,Xerox,company
19069,BA Defensa al Consumidor,government
19070,NOAA Ship Reuben Lasker,government
19071,Senate Committee on Veterans' Affairs,government
19072,Indiana Department of Transportation,government
19073,Adnight Show,tvshow
19074,Lim Kit Siang (林吉祥),politician
19075,Opodo,company
19076,Big Lots,company
19077,Consulate General of the Netherlands in Shanghai,government
19078,Lekmer,company
19079,Turkish Airlines,company
19080,Steven Woolfe MEP,politician
19081,I-Witness,tvshow
19082,Nextdoor,company
19083,Nelson Pelegrino,politician
19084,Unefon,company
19085,심상정,politician
19086,Womack Army Medical Center,government
19087,hummel,company
19088,Edelman Middle East,company
19089,BBC on DVD - AU,tvshow
19090,Steffan Browning,politician
19091,Simon Birmingham,politician
19092,PG Sittenfeld,politician
19093,USAID Nicaragua,government
19094,Skyscanner,company
19095,MAPFRE,company
19096,"Alison Foxall, Libertarian",politician
19097,Komplett,company
19098,Edmonde Supplice Beauzile,politician
19099,Shelby County(IL) Emergency Management Agency,government
19100,"India in Mali (Embassy of India, Bamako)",government
19101,Chicago VA Medical Center,government
19102,Nordea Sverige,company
19103,הסוכנות לעסקים קטנים ובינוניים,government
19104,Hot In Cleveland,tvshow
19105,Ada Lucia De Cesaris,politician
19106,Best Buy Québec,company
19107,A&O HOTELS and HOSTELS,company
19108,Skyscanner,company
19109,Baltimore City Health Department,government
19110,Bao Young Blood,tvshow
19111,Embassy of the Netherlands in New Zealand,government
19112,Samsung,company
19113,The New Atlanta,tvshow
19114,Dialogue & Development Commission - DDC,government
19115,Ministerio de Modernización de la Nación Argentina,government
19116,Televisa Telenovelas,tvshow
19117,Μαρία Σπυράκη,politician
19118,La Couronne au Canada,government
19119,Rachel Stephen-Smith MLA,politician
19120,Orangina,company
19121,PIB Bengaluru,government
19122,Diamond Supply Co,company
19123,Detroit 1-8-7,tvshow
19124,"Ministerul Muncii, Protecţiei Sociale şi Familiei al Republicii Moldova",government
19125,Yelp NC Triangle,company
19126,Bea Diallo,politician
19127,Family Guy,tvshow
19128,Foreign Office,government
19129,Baker's Joy,company
19130,Vassilis Kikilias,politician
19131,Telenor Hungary,company
19132,Ben Bradshaw,politician
19133,Warren Truss,politician
19134,Regional Transportation Commission of Southern Nevada,government
19135,FBI – Federal Bureau of Investigation,government
19136,Disney,company
19137,USFWS Pacific Region,government
19138,Sergei Stanishev,politician
19139,Prefeitura Municipal de Maricá,government
19140,Estonian Embassy Prague,government
19141,Dennis Robertson SNP,politician
19142,Kennedy Graham MP,politician
19143,Multivacaciones Decameron,company
19144,Embassy of the Netherlands in Georgia,government
19145,Quitoque,company
19146,USAID East Africa,government
19147,Steffi Lemke,politician
19148,Movistar Panamá,company
19149,Jelly Belly,company
19150,Samsung Технологии,company
19151,Volodymyr Groysman,politician
19152,NESCAFÉ Dolce Gusto CZ / SK,company
19153,Telcel,company
19154,Ferrero Rocher,company
19155,Zoover,company
19156,Balitanghali,tvshow
19157,Microsoft Lietuva,company
19158,SHARK Energy,company
19159,Justiitsministeerium,government
19160,مديرية الامن العام - ادارة العلاقات العامة والاعلام,government
19161,Alaskan Bush People,tvshow
19162,Next Great Baker,tvshow
19163,Jan Huitema - Europarlementariër VVD,politician
19164,Ministerio de Defensa Nacional Chile,government
19165,May-Britt Kattrup,politician
19166,Indiana Division of Historic Preservation & Archaeology,government
19167,Telangana CMO,government
19168,Kingston Technology,company
19169,"Ministerio de Agricultura y Pesca, Alimentación y Medio Ambiente de España",government
19170,Jonathan Arnott MEP,politician
19171,John Nicolson SNP,politician
19172,Canyon,company
19173,Présidence de la République du Sénégal,government
19174,Gucci,company
19175,Andreia Zito,politician
19176,Véronyque Tremblay,politician
19177,Bundesamt für Migration und Flüchtlinge - BAMF,government
